#matriz 42X42
#use 1 para terrenos de água, 2 para grama, 3 para montanha, 4 para caverna, 5 para vulcão
2	2	2	2	2	3	2	3	3	3	2	2	1	1	1	1	1	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2
2	2	3	2	2	3	2	2	3	2	2	1	1	1	1	1	1	1	2	2	2	3	3	3	2	1	2	2	2	3	2	2	3	2	2	3	2	2	2	2	2	2
3	2	3	2	2	3	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	3	3	3	3	2	3	2	2	3	2	2	2	2	3	3
3	2	3	2	2	3	2	2	2	2	1	1	1	2	2	2	1	1	1	2	2	3	2	2	2	1	2	2	2	3	2	2	3	2	2	2	2	3	3	3	3	3
3	2	3	2	3	3	3	2	2	2	1	1	1	2	2	2	1	1	1	2	3	3	3	2	2	1	2	2	2	2	2	2	3	3	3	2	3	3	3	3	3	3
3	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	2	3	3	3	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	3	3
3	3	3	3	3	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	3	3	3	2	2	2	2	2	2	2	1	2	3	3	3	2	3	3	3	3	3	3
2	2	2	2	3	2	3	2	2	2	2	1	1	1	1	1	1	1	2	2	2	3	2	2	2	3	3	3	2	2	1	2	3	2	2	2	2	3	3	3	3	3
2	2	2	2	3	2	3	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	2	2	1	2	3	2	3	3	2	2	2	2	3	3
2	2	3	2	2	2	3	2	3	3	2	2	2	2	1	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	1	2	3	2	3	2	2	2	2	2	2	2
2	3	3	3	2	2	3	2	3	3	3	3	2	2	1	2	2	2	3	3	2	2	2	2	2	2	3	2	2	2	1	2	2	2	3	3	3	3	2	2	2	2
2	3	3	3	2	3	3	2	2	2	2	2	2	2	1	2	2	3	3	3	3	2	2	2	3	2	3	2	2	1	1	1	2	2	2	3	3	3	2	2	3	2
2	3	3	3	2	2	2	2	3	3	3	2	2	2	1	2	3	3	3	3	3	3	2	2	3	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	3	2
2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	3	3	3	3	3	3	2	2	3	2	2	1	1	1	1	1	1	1	2	2	3	3	3	3	3	2
3	2	2	2	3	2	2	3	1	1	1	1	1	1	1	2	2	3	3	3	3	2	2	2	3	2	2	2	1	1	1	1	1	2	2	2	3	2	2	2	3	2
3	3	2	3	3	3	2	2	1	2	2	2	2	2	3	2	2	2	3	3	2	2	3	3	3	3	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2
3	3	2	3	3	3	2	2	1	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	3	3	2
3	2	2	2	3	2	2	2	1	2	3	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	2	2	2	2	3	2	2	2	3	2	2	2	3	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	3	3	3	3	2	3	2	3	2	3	2	3
2	3	2	3	3	3	3	2	1	2	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3
2	3	2	2	2	2	3	2	1	2	2	3	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	3	3	3	3	4	3	3	3	3	2	2	3	2	3
2	3	3	3	2	2	3	2	1	2	2	3	2	2	3	2	3	3	3	3	3	3	2	3	2	2	2	3	3	3	5	5	4	5	5	3	3	3	2	2	2	3
2	3	2	2	2	2	3	2	1	2	2	2	2	2	3	2	3	2	2	2	2	3	2	3	2	2	3	3	5	5	5	5	4	5	5	5	5	3	3	2	2	3
3	3	2	3	3	3	3	2	1	1	1	1	2	2	3	2	2	2	2	2	2	3	2	3	2	2	3	3	5	5	5	5	4	5	5	5	5	3	3	2	2	3
3	2	2	2	2	2	3	2	2	2	2	1	2	2	3	3	3	3	3	3	3	3	2	3	2	3	3	5	5	5	5	5	4	5	5	5	5	5	3	3	2	2
3	2	3	3	3	2	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	5	5	5	5	5	4	5	5	5	5	5	3	3	2	2
3	2	2	2	2	2	3	2	2	2	2	1	2	2	3	3	3	3	3	3	3	3	3	3	2	3	3	5	5	5	5	5	5	5	5	5	5	5	3	3	2	2
